video,day,views,estimatedMinutesWatched,likes,dislikes,comments,shares,year
hQTDiy0X4eo,2021-09-23,3,25,0,0,0,0,2021
kny1ZHg4tyM,2021-09-23,3,17,0,0,0,0,2021
nV01VpbjQLQ,2021-09-23,1,6,0,0,0,0,2021
n_QVgE8mGic,2021-09-23,2,8,0,0,0,0,2021
oKlJDBsc_A0,2021-09-23,2,1,0,0,0,0,2021
qXBG2JV7tms,2021-09-23,3,7,0,0,0,0,2021
qmTXyVwt0F4,2021-09-23,7,39,0,0,0,0,2021
qxsXKYJRgJI,2021-09-23,2,2,0,0,0,0,2021
u-qsNS-65pQ,2021-09-23,4,23,0,0,0,0,2021
uDQAWZsh3ns,2021-09-23,7,12,0,0,0,0,2021
v4NPzGXcbaw,2021-09-23,15,28,0,0,0,0,2021
y7zRv0bPAt4,2021-09-23,1,6,0,0,0,0,2021
7g35w-sL_JA,2021-09-24,7,33,0,0,0,0,2021
9KVzGWFEufI,2021-09-24,1,6,0,0,0,0,2021
BB7a6alY_Kg,2021-09-24,2,9,0,0,0,0,2021
Lmx4Bc7WhHU,2021-09-24,9,47,0,0,0,0,2021
PcSTCsI6zUk,2021-09-24,1,3,0,0,0,0,2021
a3pMCY75leA,2021-09-24,11,41,0,0,0,0,2021
aHo1kbccgLM,2021-09-24,8,31,0,0,0,0,2021
fm6Dv9POaQk,2021-09-24,1,4,0,0,0,0,2021
qXBG2JV7tms,2021-09-24,1,5,0,0,0,0,2021
qmTXyVwt0F4,2021-09-24,6,24,0,0,0,0,2021
uDQAWZsh3ns,2021-09-24,2,4,0,0,0,0,2021
v4NPzGXcbaw,2021-09-24,1,9,0,0,0,0,2021
2Xjq_Rc8csw,2021-09-25,1,3,0,0,0,0,2021
7g35w-sL_JA,2021-09-25,4,17,0,0,0,0,2021
Aa1Zd1nqAaM,2021-09-25,2,22,0,0,0,0,2021
DRr8kXo0Agg,2021-09-25,2,9,0,0,0,0,2021
Lmx4Bc7WhHU,2021-09-25,2,9,0,0,0,0,2021
a3pMCY75leA,2021-09-25,4,20,0,0,0,0,2021
aHo1kbccgLM,2021-09-25,2,10,0,0,0,0,2021
aMwB3YzdnLY,2021-09-25,1,4,0,0,0,0,2021
n_QVgE8mGic,2021-09-25,1,4,0,0,0,0,2021
qmTXyVwt0F4,2021-09-25,1,1,0,0,0,0,2021
7g35w-sL_JA,2021-09-26,6,34,0,0,0,1,2021
BB7a6alY_Kg,2021-09-26,6,20,0,0,0,0,2021
Lmx4Bc7WhHU,2021-09-26,2,12,0,0,0,0,2021
a3pMCY75leA,2021-09-26,6,28,0,0,0,1,2021
aHo1kbccgLM,2021-09-26,3,6,0,0,0,0,2021
qmTXyVwt0F4,2021-09-26,8,27,0,0,0,0,2021
288bRpvZSsg,2021-09-27,2,26,0,0,0,0,2021
2Xjq_Rc8csw,2021-09-27,4,10,0,0,0,0,2021
7g35w-sL_JA,2021-09-27,3,16,0,0,0,0,2021
Aa1Zd1nqAaM,2021-09-27,4,27,0,0,0,0,2021
AmIW3vUhY0E,2021-09-27,4,28,0,0,0,0,2021
BB7a6alY_Kg,2021-09-27,1,3,0,0,0,0,2021
LIkQgdMtovQ,2021-09-27,1,7,0,0,0,0,2021
Lmx4Bc7WhHU,2021-09-27,3,18,0,0,0,1,2021
MD5LDDmH3Lo,2021-09-27,2,19,0,0,0,0,2021
a3pMCY75leA,2021-09-27,2,8,0,0,0,0,2021
aHo1kbccgLM,2021-09-27,5,10,0,0,0,1,2021
aMwB3YzdnLY,2021-09-27,1,3,0,0,0,0,2021
b8SV9Xk5P0Q,2021-09-27,1,6,0,0,0,0,2021
n_QVgE8mGic,2021-09-27,4,14,0,0,0,0,2021
pSPHTfd-GA4,2021-09-27,2,19,0,0,0,0,2021
qmTXyVwt0F4,2021-09-27,1,3,0,0,0,1,2021
tsca4HeUPyA,2021-09-27,1,19,0,0,0,0,2021
288bRpvZSsg,2021-09-28,3,24,0,0,0,0,2021
2Xjq_Rc8csw,2021-09-28,16,54,0,0,0,1,2021
7g35w-sL_JA,2021-09-28,36,185,0,0,0,0,2021
Aa1Zd1nqAaM,2021-09-28,30,163,0,0,0,1,2021
AmIW3vUhY0E,2021-09-28,2,24,0,0,0,0,2021
BB7a6alY_Kg,2021-09-28,29,112,0,0,0,0,2021
LIkQgdMtovQ,2021-09-28,1,4,0,0,0,0,2021
Lmx4Bc7WhHU,2021-09-28,30,224,0,0,0,0,2021
MD5LDDmH3Lo,2021-09-28,10,52,0,0,0,0,2021
a3pMCY75leA,2021-09-28,42,204,0,0,0,0,2021
aHo1kbccgLM,2021-09-28,33,135,0,0,0,0,2021
aMwB3YzdnLY,2021-09-28,13,32,0,0,0,0,2021
b8SV9Xk5P0Q,2021-09-28,1,4,0,0,0,0,2021
n_QVgE8mGic,2021-09-28,15,58,0,0,0,1,2021
pSPHTfd-GA4,2021-09-28,6,48,0,0,0,0,2021
qmTXyVwt0F4,2021-09-28,34,153,0,0,0,0,2021
tsca4HeUPyA,2021-09-28,2,4,0,0,0,0,2021
uDQAWZsh3ns,2021-09-28,1,0,0,0,0,0,2021
288bRpvZSsg,2021-09-29,12,73,0,0,0,0,2021
2Xjq_Rc8csw,2021-09-29,13,27,0,0,0,0,2021
5flm8zGveZ8,2021-09-29,5,16,0,0,0,0,2021
7g35w-sL_JA,2021-09-29,8,40,0,0,0,0,2021
A4gZgqEKshw,2021-09-29,5,13,0,0,0,0,2021
Aa1Zd1nqAaM,2021-09-29,22,100,0,0,0,0,2021
AmIW3vUhY0E,2021-09-29,5,47,0,0,0,0,2021
BB7a6alY_Kg,2021-09-29,13,43,0,0,0,0,2021
BYRBjDIZSZo,2021-09-29,5,18,0,0,0,0,2021
FRgbKVwKp3M,2021-09-29,2,22,0,0,0,0,2021
IYSIzMNvT0k,2021-09-29,1,4,0,0,0,0,2021
LIkQgdMtovQ,2021-09-29,6,29,0,0,0,0,2021
Lmx4Bc7WhHU,2021-09-29,16,96,0,0,0,0,2021
MD5LDDmH3Lo,2021-09-29,16,92,0,0,0,0,2021
a3pMCY75leA,2021-09-29,5,37,0,0,0,0,2021
aHo1kbccgLM,2021-09-29,18,63,0,0,0,0,2021
aMwB3YzdnLY,2021-09-29,13,24,0,0,0,0,2021
b8SV9Xk5P0Q,2021-09-29,7,21,0,0,0,0,2021
d2wI1ikAAlg,2021-09-29,5,26,0,0,0,0,2021
jytZgg-oQyM,2021-09-29,6,19,0,0,0,0,2021
n_QVgE8mGic,2021-09-29,10,36,0,0,0,0,2021
oKlJDBsc_A0,2021-09-29,4,26,0,0,0,0,2021
pSPHTfd-GA4,2021-09-29,11,89,0,0,0,1,2021
qmTXyVwt0F4,2021-09-29,8,35,0,0,0,0,2021
rZEOxQWltIs,2021-09-29,6,19,0,0,0,0,2021
tsca4HeUPyA,2021-09-29,7,55,0,0,0,0,2021
288bRpvZSsg,2021-09-30,9,48,0,0,0,0,2021
2Ftvle6k9as,2021-09-30,2,8,0,0,0,0,2021
2Xjq_Rc8csw,2021-09-30,6,12,0,0,0,0,2021
5flm8zGveZ8,2021-09-30,4,10,0,0,0,0,2021
7g35w-sL_JA,2021-09-30,4,7,0,0,0,0,2021
A4gZgqEKshw,2021-09-30,4,8,0,0,0,0,2021
Aa1Zd1nqAaM,2021-09-30,11,32,0,0,0,0,2021
AmIW3vUhY0E,2021-09-30,8,60,0,0,0,0,2021
BYRBjDIZSZo,2021-09-30,6,12,0,0,0,0,2021
IYSIzMNvT0k,2021-09-30,1,3,0,0,0,0,2021
LIkQgdMtovQ,2021-09-30,8,22,0,0,0,0,2021
Lmx4Bc7WhHU,2021-09-30,6,30,0,0,0,0,2021
MD5LDDmH3Lo,2021-09-30,18,80,1,0,0,0,2021
a3pMCY75leA,2021-09-30,1,1,0,0,0,0,2021
aHo1kbccgLM,2021-09-30,9,22,0,0,0,0,2021
aMwB3YzdnLY,2021-09-30,4,11,0,0,0,0,2021
b8SV9Xk5P0Q,2021-09-30,6,23,0,0,0,0,2021
d2wI1ikAAlg,2021-09-30,6,22,0,0,0,0,2021
hcUC4IFisL4,2021-09-30,2,12,0,0,0,0,2021
jytZgg-oQyM,2021-09-30,5,12,0,0,0,0,2021
k_krAa5BcUc,2021-09-30,2,8,0,0,0,0,2021
n_QVgE8mGic,2021-09-30,5,15,0,0,0,0,2021
o7p5-2gqPc4,2021-09-30,2,12,0,0,0,0,2021
pSPHTfd-GA4,2021-09-30,11,37,0,0,0,0,2021
qmTXyVwt0F4,2021-09-30,1,1,0,0,0,0,2021
rZEOxQWltIs,2021-09-30,4,13,0,0,0,0,2021
riRa1fv7XAo,2021-09-30,2,6,0,0,0,0,2021
tsca4HeUPyA,2021-09-30,6,40,0,0,0,0,2021
uDQAWZsh3ns,2021-09-30,1,0,0,0,0,0,2021
288bRpvZSsg,2021-10-01,1,14,0,0,0,0,2021
2Ftvle6k9as,2021-10-01,3,12,0,0,0,0,2021
2Xjq_Rc8csw,2021-10-01,3,12,0,0,0,0,2021
5flm8zGveZ8,2021-10-01,2,3,0,0,0,0,2021
A4gZgqEKshw,2021-10-01,2,5,0,0,0,0,2021
Aa1Zd1nqAaM,2021-10-01,4,18,0,0,0,0,2021
AmIW3vUhY0E,2021-10-01,1,11,0,0,0,0,2021
BB7a6alY_Kg,2021-10-01,1,4,0,0,0,0,2021
BYRBjDIZSZo,2021-10-01,3,5,0,0,0,0,2021
FRgbKVwKp3M,2021-10-01,4,33,0,0,0,0,2021
IYSIzMNvT0k,2021-10-01,4,14,0,0,0,0,2021
LIkQgdMtovQ,2021-10-01,5,11,0,0,0,0,2021
MD5LDDmH3Lo,2021-10-01,2,21,0,0,0,0,2021
aHo1kbccgLM,2021-10-01,3,5,0,0,0,0,2021
b8SV9Xk5P0Q,2021-10-01,3,6,0,0,0,0,2021
d2wI1ikAAlg,2021-10-01,2,5,0,0,0,0,2021
hcUC4IFisL4,2021-10-01,3,19,0,0,0,0,2021
jytZgg-oQyM,2021-10-01,2,3,0,0,0,0,2021
k_krAa5BcUc,2021-10-01,3,8,0,0,0,0,2021
n_QVgE8mGic,2021-10-01,3,14,0,0,0,0,2021
o7p5-2gqPc4,2021-10-01,4,15,0,0,0,0,2021
oKlJDBsc_A0,2021-10-01,7,25,0,0,0,0,2021
pSPHTfd-GA4,2021-10-01,2,10,0,0,0,0,2021
rZEOxQWltIs,2021-10-01,3,5,0,0,0,0,2021
riRa1fv7XAo,2021-10-01,3,9,0,0,0,0,2021
tsca4HeUPyA,2021-10-01,2,12,0,0,0,0,2021
v4NPzGXcbaw,2021-10-01,1,0,0,0,0,0,2021
288bRpvZSsg,2021-10-02,2,20,0,0,0,0,2021
2Wsb2KmeD04,2021-10-02,1,0,0,0,0,0,2021
7Ak8vzFzN_Y,2021-10-02,1,1,0,0,0,0,2021
8_HqAYKZZ_I,2021-10-02,1,0,0,0,0,0,2021
Aa1Zd1nqAaM,2021-10-02,1,9,0,0,0,0,2021
AmIW3vUhY0E,2021-10-02,2,25,0,0,0,0,2021
DRr8kXo0Agg,2021-10-02,1,0,0,0,0,0,2021
FRgbKVwKp3M,2021-10-02,1,5,0,0,0,0,2021
IYSIzMNvT0k,2021-10-02,1,2,0,0,0,0,2021
Jv4y4Z4zeRc,2021-10-02,1,0,0,0,0,0,2021
L60C_wcLDHU,2021-10-02,3,0,0,0,0,0,2021
Lmx4Bc7WhHU,2021-10-02,3,9,0,0,0,0,2021
MD5LDDmH3Lo,2021-10-02,5,22,0,0,0,0,2021
aHo1kbccgLM,2021-10-02,1,9,0,0,0,0,2021
nV01VpbjQLQ,2021-10-02,1,2,0,0,0,0,2021
oKlJDBsc_A0,2021-10-02,1,3,0,0,0,0,2021
pSPHTfd-GA4,2021-10-02,2,16,0,0,0,0,2021
qxsXKYJRgJI,2021-10-02,1,1,0,0,0,0,2021
v4NPzGXcbaw,2021-10-02,4,11,0,0,0,0,2021
vr7jLRIA7C0,2021-10-02,1,0,0,0,0,0,2021
y7zRv0bPAt4,2021-10-02,2,0,0,0,0,0,2021
288bRpvZSsg,2021-10-03,5,39,0,0,0,1,2021
2Ftvle6k9as,2021-10-03,1,2,0,0,0,0,2021
2Xjq_Rc8csw,2021-10-03,2,4,0,0,0,0,2021
5flm8zGveZ8,2021-10-03,4,9,0,0,0,0,2021
A4gZgqEKshw,2021-10-03,5,9,0,0,0,0,2021
Aa1Zd1nqAaM,2021-10-03,1,3,0,0,0,0,2021
AmIW3vUhY0E,2021-10-03,5,37,0,0,0,1,2021
BYRBjDIZSZo,2021-10-03,5,14,0,0,0,0,2021
FRgbKVwKp3M,2021-10-03,3,12,0,0,0,0,2021
IYSIzMNvT0k,2021-10-03,2,1,0,0,0,0,2021
LIkQgdMtovQ,2021-10-03,1,1,0,0,0,0,2021
MD5LDDmH3Lo,2021-10-03,4,25,0,0,0,0,2021
aMwB3YzdnLY,2021-10-03,3,4,0,0,0,0,2021
b8SV9Xk5P0Q,2021-10-03,2,1,0,0,0,0,2021
d2wI1ikAAlg,2021-10-03,5,20,0,0,0,0,2021
hcUC4IFisL4,2021-10-03,3,3,0,0,0,0,2021
jytZgg-oQyM,2021-10-03,4,13,0,0,0,0,2021
k_krAa5BcUc,2021-10-03,1,2,0,0,0,0,2021
n_QVgE8mGic,2021-10-03,2,5,0,0,0,0,2021
o7p5-2gqPc4,2021-10-03,3,8,0,0,0,0,2021
oKlJDBsc_A0,2021-10-03,3,11,0,0,0,0,2021
pSPHTfd-GA4,2021-10-03,3,21,0,0,0,0,2021
rZEOxQWltIs,2021-10-03,4,12,0,0,0,0,2021
riRa1fv7XAo,2021-10-03,2,1,0,0,0,0,2021
tsca4HeUPyA,2021-10-03,3,15,0,0,0,0,2021
288bRpvZSsg,2021-10-04,2,26,0,0,0,0,2021
2Ftvle6k9as,2021-10-04,1,4,0,0,0,0,2021
2Xjq_Rc8csw,2021-10-04,2,7,0,0,0,0,2021
5flm8zGveZ8,2021-10-04,1,2,0,0,0,0,2021
A4gZgqEKshw,2021-10-04,1,2,0,0,0,0,2021
Aa1Zd1nqAaM,2021-10-04,2,13,0,0,0,0,2021
AmIW3vUhY0E,2021-10-04,2,25,0,0,0,0,2021
BB7a6alY_Kg,2021-10-04,1,4,0,0,0,0,2021
BYRBjDIZSZo,2021-10-04,1,4,0,0,0,0,2021
FRgbKVwKp3M,2021-10-04,3,1,0,0,0,0,2021
IYSIzMNvT0k,2021-10-04,1,1,0,0,0,0,2021
LIkQgdMtovQ,2021-10-04,7,15,0,0,0,1,2021
Lmx4Bc7WhHU,2021-10-04,1,9,0,0,0,0,2021
MD5LDDmH3Lo,2021-10-04,4,16,0,0,0,0,2021
a3pMCY75leA,2021-10-04,1,2,0,0,0,0,2021
aMwB3YzdnLY,2021-10-04,2,7,0,0,0,0,2021
b8SV9Xk5P0Q,2021-10-04,4,13,0,0,0,1,2021
d2wI1ikAAlg,2021-10-04,1,6,0,0,0,0,2021
hcUC4IFisL4,2021-10-04,1,1,0,0,0,0,2021
jytZgg-oQyM,2021-10-04,1,3,0,0,0,0,2021
k_krAa5BcUc,2021-10-04,1,3,0,0,0,0,2021
n_QVgE8mGic,2021-10-04,2,8,0,0,0,0,2021
oKlJDBsc_A0,2021-10-04,2,14,0,0,0,0,2021
pSPHTfd-GA4,2021-10-04,5,29,0,0,0,0,2021
qmTXyVwt0F4,2021-10-04,3,5,0,0,0,0,2021
rZEOxQWltIs,2021-10-04,1,3,0,0,0,0,2021
riRa1fv7XAo,2021-10-04,1,3,0,0,0,0,2021
tsca4HeUPyA,2021-10-04,3,13,0,0,0,0,2021
288bRpvZSsg,2021-10-05,22,145,0,0,0,0,2021
2Ftvle6k9as,2021-10-05,1,4,0,0,0,0,2021
2Xjq_Rc8csw,2021-10-05,5,14,0,0,0,0,2021
5flm8zGveZ8,2021-10-05,5,13,0,0,0,0,2021
7g35w-sL_JA,2021-10-05,2,7,0,0,0,0,2021
A4gZgqEKshw,2021-10-05,3,6,0,0,0,0,2021
Aa1Zd1nqAaM,2021-10-05,12,63,0,0,0,0,2021
AmIW3vUhY0E,2021-10-05,21,159,0,0,0,0,2021
BB7a6alY_Kg,2021-10-05,1,3,0,0,0,0,2021
BYRBjDIZSZo,2021-10-05,3,8,0,0,0,0,2021
FRgbKVwKp3M,2021-10-05,6,59,0,0,0,0,2021
IYSIzMNvT0k,2021-10-05,5,19,0,0,0,0,2021
LIkQgdMtovQ,2021-10-05,23,92,0,0,0,0,2021
Lmx4Bc7WhHU,2021-10-05,8,62,0,0,0,0,2021
MD5LDDmH3Lo,2021-10-05,13,75,0,0,0,0,2021
a3pMCY75leA,2021-10-05,2,7,0,0,0,0,2021
aHo1kbccgLM,2021-10-05,6,29,0,0,0,0,2021
aMwB3YzdnLY,2021-10-05,3,8,0,0,0,0,2021
b8SV9Xk5P0Q,2021-10-05,20,58,0,0,0,0,2021
d2wI1ikAAlg,2021-10-05,3,12,0,0,0,0,2021
hcUC4IFisL4,2021-10-05,6,28,0,0,0,0,2021
jytZgg-oQyM,2021-10-05,7,24,0,0,0,0,2021
k_krAa5BcUc,2021-10-05,1,4,0,0,0,0,2021
n_QVgE8mGic,2021-10-05,4,14,0,0,0,0,2021
o7p5-2gqPc4,2021-10-05,6,19,0,0,0,0,2021
oKlJDBsc_A0,2021-10-05,3,16,0,0,0,0,2021
pSPHTfd-GA4,2021-10-05,15,101,0,0,0,0,2021
qmTXyVwt0F4,2021-10-05,1,3,0,0,0,0,2021
rZEOxQWltIs,2021-10-05,6,19,0,0,0,0,2021
riRa1fv7XAo,2021-10-05,1,3,0,0,0,0,2021
tsca4HeUPyA,2021-10-05,26,173,0,0,0,1,2021
288bRpvZSsg,2021-10-06,16,114,0,0,0,0,2021
2Ftvle6k9as,2021-10-06,11,49,0,0,0,1,2021
2Xjq_Rc8csw,2021-10-06,11,31,0,0,0,0,2021
5flm8zGveZ8,2021-10-06,25,49,0,0,0,1,2021
7g35w-sL_JA,2021-10-06,3,28,0,0,0,0,2021
A4gZgqEKshw,2021-10-06,31,59,0,0,0,1,2021
Aa1Zd1nqAaM,2021-10-06,7,51,0,0,0,0,2021
AmIW3vUhY0E,2021-10-06,15,123,0,0,0,0,2021
BB7a6alY_Kg,2021-10-06,1,4,0,0,0,0,2021
BYRBjDIZSZo,2021-10-06,31,79,0,0,0,1,2021
DRr8kXo0Agg,2021-10-06,1,1,0,0,0,0,2021
FRgbKVwKp3M,2021-10-06,29,184,0,0,0,1,2021
IYSIzMNvT0k,2021-10-06,13,37,0,0,0,1,2021
LIkQgdMtovQ,2021-10-06,21,71,0,0,0,0,2021
Lmx4Bc7WhHU,2021-10-06,5,41,0,0,0,0,2021
MD5LDDmH3Lo,2021-10-06,10,78,0,0,0,0,2021
a3pMCY75leA,2021-10-06,1,4,0,0,0,0,2021
aHo1kbccgLM,2021-10-06,2,12,0,0,0,0,2021
aMwB3YzdnLY,2021-10-06,9,23,0,0,0,0,2021
b8SV9Xk5P0Q,2021-10-06,16,64,0,0,0,0,2021
d2wI1ikAAlg,2021-10-06,29,111,0,0,0,1,2021
hcUC4IFisL4,2021-10-06,15,58,0,0,0,1,2021
jytZgg-oQyM,2021-10-06,26,65,0,0,0,1,2021
k_krAa5BcUc,2021-10-06,23,46,0,0,0,3,2021
n_QVgE8mGic,2021-10-06,9,39,0,0,0,0,2021
o7p5-2gqPc4,2021-10-06,12,58,0,0,0,1,2021
oKlJDBsc_A0,2021-10-06,38,161,0,0,0,1,2021
pSPHTfd-GA4,2021-10-06,13,92,0,0,0,0,2021
qmTXyVwt0F4,2021-10-06,2,6,0,0,0,0,2021
rZEOxQWltIs,2021-10-06,24,65,0,0,0,1,2021
riRa1fv7XAo,2021-10-06,12,32,0,0,0,1,2021
tsca4HeUPyA,2021-10-06,19,123,0,0,0,0,2021
288bRpvZSsg,2021-10-07,3,23,0,0,0,0,2021
2Ftvle6k9as,2021-10-07,13,34,0,0,0,0,2021
2Xjq_Rc8csw,2021-10-07,2,6,0,0,0,0,2021
5flm8zGveZ8,2021-10-07,7,17,0,0,0,0,2021
A4gZgqEKshw,2021-10-07,9,22,0,0,0,0,2021
Aa1Zd1nqAaM,2021-10-07,2,18,0,0,0,0,2021
AmIW3vUhY0E,2021-10-07,2,12,0,0,0,0,2021
BYRBjDIZSZo,2021-10-07,8,24,0,0,0,0,2021
FRgbKVwKp3M,2021-10-07,28,142,0,0,0,0,2021
IYSIzMNvT0k,2021-10-07,14,34,0,0,0,0,2021
LIkQgdMtovQ,2021-10-07,4,13,0,0,0,0,2021
Lmx4Bc7WhHU,2021-10-07,2,11,0,0,0,0,2021
MD5LDDmH3Lo,2021-10-07,3,11,0,0,0,0,2021
aHo1kbccgLM,2021-10-07,1,5,0,0,0,0,2021
aMwB3YzdnLY,2021-10-07,1,2,0,0,0,0,2021
b8SV9Xk5P0Q,2021-10-07,6,12,0,0,0,0,2021
d2wI1ikAAlg,2021-10-07,7,38,0,0,0,0,2021
hcUC4IFisL4,2021-10-07,19,68,0,0,0,0,2021
jytZgg-oQyM,2021-10-07,8,19,0,0,0,0,2021
k_krAa5BcUc,2021-10-07,18,42,0,0,0,0,2021
n_QVgE8mGic,2021-10-07,2,4,0,0,0,0,2021
o7p5-2gqPc4,2021-10-07,11,48,0,0,0,0,2021
oKlJDBsc_A0,2021-10-07,13,67,0,0,0,0,2021
pSPHTfd-GA4,2021-10-07,2,17,0,0,0,0,2021
rZEOxQWltIs,2021-10-07,8,18,0,0,0,0,2021
riRa1fv7XAo,2021-10-07,12,25,0,0,0,0,2021
tsca4HeUPyA,2021-10-07,5,21,0,0,0,0,2021
288bRpvZSsg,2021-10-08,2,15,0,0,0,0,2021
2Ftvle6k9as,2021-10-08,15,44,0,0,0,0,2021
2Xjq_Rc8csw,2021-10-08,2,9,0,0,0,0,2021
5flm8zGveZ8,2021-10-08,5,7,0,0,0,0,2021
7g35w-sL_JA,2021-10-08,3,12,0,0,0,0,2021
A4gZgqEKshw,2021-10-08,4,5,0,0,0,0,2021
Aa1Zd1nqAaM,2021-10-08,3,23,0,0,0,0,2021
AmIW3vUhY0E,2021-10-08,6,48,0,0,0,0,2021
BB7a6alY_Kg,2021-10-08,2,4,0,0,0,0,2021
BYRBjDIZSZo,2021-10-08,4,13,0,0,0,0,2021
FRgbKVwKp3M,2021-10-08,7,43,0,0,0,0,2021
IYSIzMNvT0k,2021-10-08,6,13,0,0,0,0,2021
LIkQgdMtovQ,2021-10-08,6,18,0,0,0,0,2021
Lmx4Bc7WhHU,2021-10-08,2,22,0,0,0,0,2021
MD5LDDmH3Lo,2021-10-08,3,18,0,0,0,0,2021
a3pMCY75leA,2021-10-08,5,16,0,0,0,0,2021
aHo1kbccgLM,2021-10-08,2,13,0,0,0,0,2021
aMwB3YzdnLY,2021-10-08,2,7,0,0,0,0,2021
b8SV9Xk5P0Q,2021-10-08,6,19,0,0,0,0,2021
d2wI1ikAAlg,2021-10-08,3,15,0,0,0,0,2021
hcUC4IFisL4,2021-10-08,12,55,0,0,0,0,2021
jytZgg-oQyM,2021-10-08,2,3,0,0,0,0,2021
k_krAa5BcUc,2021-10-08,14,46,0,0,0,0,2021
n_QVgE8mGic,2021-10-08,4,18,0,0,0,0,2021
o7p5-2gqPc4,2021-10-08,15,53,0,0,0,0,2021
oKlJDBsc_A0,2021-10-08,11,51,0,0,0,0,2021
pSPHTfd-GA4,2021-10-08,4,15,0,0,0,0,2021
qmTXyVwt0F4,2021-10-08,2,11,0,0,0,0,2021
rZEOxQWltIs,2021-10-08,3,11,0,0,0,0,2021
riRa1fv7XAo,2021-10-08,11,29,0,0,0,0,2021
tsca4HeUPyA,2021-10-08,6,41,0,0,0,0,2021
288bRpvZSsg,2021-10-09,2,13,0,0,0,0,2021
2Ftvle6k9as,2021-10-09,4,14,0,0,0,0,2021
2Xjq_Rc8csw,2021-10-09,2,3,0,0,0,0,2021
5flm8zGveZ8,2021-10-09,5,10,0,0,0,0,2021
7g35w-sL_JA,2021-10-09,2,7,0,0,0,0,2021
A4gZgqEKshw,2021-10-09,5,9,0,0,0,0,2021
Aa1Zd1nqAaM,2021-10-09,1,3,0,0,0,0,2021
AmIW3vUhY0E,2021-10-09,2,22,0,0,0,0,2021
BYRBjDIZSZo,2021-10-09,5,12,0,0,0,0,2021
FRgbKVwKp3M,2021-10-09,6,23,0,0,0,0,2021
IYSIzMNvT0k,2021-10-09,5,12,0,0,0,0,2021
LIkQgdMtovQ,2021-10-09,2,2,0,0,0,0,2021
Lmx4Bc7WhHU,2021-10-09,1,2,0,0,0,0,2021
MD5LDDmH3Lo,2021-10-09,1,8,0,0,0,0,2021
a3pMCY75leA,2021-10-09,5,16,0,0,0,0,2021
aHo1kbccgLM,2021-10-09,1,1,0,0,0,0,2021
b8SV9Xk5P0Q,2021-10-09,1,4,0,0,0,0,2021
d2wI1ikAAlg,2021-10-09,5,19,0,0,0,0,2021
hcUC4IFisL4,2021-10-09,7,26,0,0,0,0,2021
jytZgg-oQyM,2021-10-09,5,14,0,0,0,0,2021
k_krAa5BcUc,2021-10-09,7,18,0,0,0,0,2021
n_QVgE8mGic,2021-10-09,3,6,0,0,0,0,2021
o7p5-2gqPc4,2021-10-09,6,23,0,0,0,0,2021
oKlJDBsc_A0,2021-10-09,4,13,0,0,0,0,2021
pSPHTfd-GA4,2021-10-09,2,17,0,0,0,0,2021
qmTXyVwt0F4,2021-10-09,1,1,0,0,0,0,2021
rZEOxQWltIs,2021-10-09,4,13,0,0,0,0,2021
riRa1fv7XAo,2021-10-09,6,16,0,0,0,0,2021
tsca4HeUPyA,2021-10-09,3,17,0,0,0,0,2021
288bRpvZSsg,2021-10-10,2,0,0,0,0,0,2021
2Ftvle6k9as,2021-10-10,3,8,0,0,0,0,2021
2Wsb2KmeD04,2021-10-10,1,4,0,0,0,0,2021
5flm8zGveZ8,2021-10-10,1,2,0,0,0,0,2021
7Ak8vzFzN_Y,2021-10-10,1,10,0,0,0,0,2021
7g35w-sL_JA,2021-10-10,2,3,0,0,0,0,2021
8_HqAYKZZ_I,2021-10-10,1,3,0,0,0,0,2021
A4gZgqEKshw,2021-10-10,3,1,0,0,0,0,2021
AmIW3vUhY0E,2021-10-10,1,4,0,0,0,0,2021
BYRBjDIZSZo,2021-10-10,5,4,0,0,0,0,2021
DRr8kXo0Agg,2021-10-10,1,7,0,0,0,0,2021
FRgbKVwKp3M,2021-10-10,3,8,0,0,0,0,2021
IYSIzMNvT0k,2021-10-10,2,4,0,0,0,0,2021
Jv4y4Z4zeRc,2021-10-10,1,3,0,0,0,0,2021
L60C_wcLDHU,2021-10-10,1,5,0,0,0,0,2021
LIkQgdMtovQ,2021-10-10,1,9,0,0,0,0,2021
Lmx4Bc7WhHU,2021-10-10,1,2,0,0,0,0,2021
a3pMCY75leA,2021-10-10,1,7,0,0,0,0,2021
aHo1kbccgLM,2021-10-10,1,4,0,0,0,0,2021
br341Djn3_0,2021-10-10,1,8,0,0,0,0,2021
d2wI1ikAAlg,2021-10-10,2,5,0,0,0,0,2021
errB7Ku0HyQ,2021-10-10,1,3,0,0,0,0,2021
fm6Dv9POaQk,2021-10-10,2,4,0,0,0,0,2021
hcUC4IFisL4,2021-10-10,3,8,0,0,0,0,2021
jytZgg-oQyM,2021-10-10,2,1,0,0,0,0,2021
k_krAa5BcUc,2021-10-10,4,9,0,0,0,0,2021
kny1ZHg4tyM,2021-10-10,1,10,0,0,0,0,2021
nV01VpbjQLQ,2021-10-10,1,6,0,0,0,0,2021
o7p5-2gqPc4,2021-10-10,3,10,0,0,0,0,2021
oKlJDBsc_A0,2021-10-10,2,17,0,0,0,0,2021
qmTXyVwt0F4,2021-10-10,3,4,0,0,0,0,2021
qxsXKYJRgJI,2021-10-10,1,3,0,0,0,0,2021
