video,day,views,estimatedMinutesWatched,likes,dislikes,comments,shares,year
rZEOxQWltIs,2021-10-10,1,3,0,0,0,0,2021
riRa1fv7XAo,2021-10-10,3,8,0,0,0,0,2021
u-qsNS-65pQ,2021-10-10,1,6,0,0,0,0,2021
uDQAWZsh3ns,2021-10-10,1,1,0,0,0,0,2021
v4NPzGXcbaw,2021-10-10,8,15,0,0,0,0,2021
vr7jLRIA7C0,2021-10-10,1,5,0,0,0,0,2021
y7zRv0bPAt4,2021-10-10,1,5,0,0,0,0,2021
2Ftvle6k9as,2021-10-11,1,3,0,0,0,0,2021
AmIW3vUhY0E,2021-10-11,1,0,0,0,0,0,2021
Jv4y4Z4zeRc,2021-10-11,1,0,0,0,0,0,2021
L60C_wcLDHU,2021-10-11,2,0,0,0,0,1,2021
a3pMCY75leA,2021-10-11,1,0,0,0,0,0,2021
aHo1kbccgLM,2021-10-11,1,0,0,0,0,0,2021
hcUC4IFisL4,2021-10-11,1,6,0,0,0,0,2021
jytZgg-oQyM,2021-10-11,1,0,0,0,0,0,2021
k_krAa5BcUc,2021-10-11,2,4,0,0,0,0,2021
o7p5-2gqPc4,2021-10-11,1,7,0,0,0,0,2021
qmTXyVwt0F4,2021-10-11,2,6,0,0,0,0,2021
2Ftvle6k9as,2021-10-12,1,2,0,0,0,0,2021
a3pMCY75leA,2021-10-12,1,0,0,0,0,0,2021
riRa1fv7XAo,2021-10-12,1,2,0,0,0,0,2021
BSlzOjW5gsQ,2021-10-16,4,43,0,0,0,1,2021
LSsfEfKJPUA,2021-10-16,1,0,0,0,0,0,2021
fS8JmmjCg4Y,2021-10-16,8,72,0,0,0,4,2021
BSlzOjW5gsQ,2021-10-17,1,0,0,0,0,0,2021
LSsfEfKJPUA,2021-10-17,5,25,0,0,0,1,2021
fS8JmmjCg4Y,2021-10-17,3,12,0,0,0,0,2021
BSlzOjW5gsQ,2021-10-18,1,7,0,0,0,0,2021
LSsfEfKJPUA,2021-10-18,2,4,0,0,0,0,2021
fS8JmmjCg4Y,2021-10-18,3,4,0,0,0,0,2021
288bRpvZSsg,2021-10-19,1,3,0,0,0,0,2021
5flm8zGveZ8,2021-10-19,1,1,0,0,0,0,2021
BSlzOjW5gsQ,2021-10-19,2,2,0,0,0,0,2021
BYRBjDIZSZo,2021-10-19,1,6,0,0,0,0,2021
fS8JmmjCg4Y,2021-10-19,2,8,0,0,0,0,2021
BSlzOjW5gsQ,2021-10-20,3,18,0,0,0,0,2021
LSsfEfKJPUA,2021-10-20,2,25,0,0,0,0,2021
fS8JmmjCg4Y,2021-10-20,2,26,0,0,0,0,2021
7Ji0rZA-D7k,2021-10-21,1,5,0,0,0,0,2021
BSlzOjW5gsQ,2021-10-21,14,78,0,0,0,0,2021
LSsfEfKJPUA,2021-10-21,9,84,0,0,0,0,2021
fS8JmmjCg4Y,2021-10-21,17,127,1,0,0,0,2021
fS8JmmjCg4Y,2021-10-25,1,0,0,0,0,0,2021
7Ji0rZA-D7k,2021-10-26,1,0,0,0,0,0,2021
7g35w-sL_JA,2021-10-26,3,6,0,0,0,0,2021
BSlzOjW5gsQ,2021-10-26,1,8,0,0,0,0,2021
LSsfEfKJPUA,2021-10-26,1,2,0,0,0,0,2021
fS8JmmjCg4Y,2021-10-26,3,5,0,0,0,0,2021
7Ji0rZA-D7k,2021-10-27,1,0,0,0,0,0,2021
7g35w-sL_JA,2021-10-27,1,6,0,0,0,0,2021
a3pMCY75leA,2021-10-27,1,10,0,0,0,0,2021
quoIHoqCJs4,2021-10-28,1,5,0,0,0,0,2021
yA9kwmITnkk,2021-10-28,1,2,0,0,0,0,2021
BSlzOjW5gsQ,2021-11-02,1,0,0,0,0,6,2021
LSsfEfKJPUA,2021-11-02,0,0,0,0,0,2,2021
fS8JmmjCg4Y,2021-11-02,1,1,0,0,0,2,2021
BSlzOjW5gsQ,2021-11-03,1,1,0,0,0,0,2021
fS8JmmjCg4Y,2021-11-03,14,72,0,0,0,0,2021
7Ji0rZA-D7k,2021-11-04,12,66,0,0,0,0,2021
A4gZgqEKshw,2021-11-04,1,0,0,0,0,0,2021
BSlzOjW5gsQ,2021-11-04,16,76,0,0,0,0,2021
BZsxf1LWa38,2021-11-04,3,14,0,0,0,0,2021
Kx-urubrfl4,2021-11-04,3,17,0,0,0,0,2021
LSsfEfKJPUA,2021-11-04,18,122,0,0,0,2,2021
fS8JmmjCg4Y,2021-11-04,21,135,1,0,0,0,2021
7Ji0rZA-D7k,2021-11-05,1,17,0,0,0,0,2021
BSlzOjW5gsQ,2021-11-05,3,15,0,0,0,0,2021
BZsxf1LWa38,2021-11-05,3,15,0,0,0,0,2021
Kx-urubrfl4,2021-11-05,3,38,0,0,0,0,2021
LSsfEfKJPUA,2021-11-05,3,16,0,0,0,0,2021
fS8JmmjCg4Y,2021-11-05,3,23,0,0,0,0,2021
7Ji0rZA-D7k,2021-11-06,5,14,0,0,0,1,2021
BSlzOjW5gsQ,2021-11-06,2,4,0,0,0,0,2021
BZsxf1LWa38,2021-11-06,3,3,0,0,0,2,2021
Kx-urubrfl4,2021-11-06,4,27,0,0,0,1,2021
LSsfEfKJPUA,2021-11-06,1,4,0,0,0,0,2021
fS8JmmjCg4Y,2021-11-06,1,2,0,0,0,0,2021
quoIHoqCJs4,2021-11-06,1,8,0,0,0,0,2021
yA9kwmITnkk,2021-11-06,1,4,0,0,0,0,2021
7Ji0rZA-D7k,2021-11-07,4,23,0,0,0,0,2021
BSlzOjW5gsQ,2021-11-07,3,26,0,0,0,0,2021
BZsxf1LWa38,2021-11-07,3,9,0,0,0,0,2021
Kx-urubrfl4,2021-11-07,8,26,0,0,0,0,2021
LSsfEfKJPUA,2021-11-07,4,29,0,0,0,0,2021
TeJ_Dht6N4E,2021-11-07,3,4,0,0,0,0,2021
fS8JmmjCg4Y,2021-11-07,6,36,0,0,0,0,2021
quoIHoqCJs4,2021-11-07,3,26,0,0,0,0,2021
yA9kwmITnkk,2021-11-07,3,12,0,0,0,0,2021
7Ji0rZA-D7k,2021-11-08,9,51,0,0,0,0,2021
BSlzOjW5gsQ,2021-11-08,12,56,0,0,0,0,2021
BZsxf1LWa38,2021-11-08,3,10,0,0,0,0,2021
Kx-urubrfl4,2021-11-08,8,47,0,0,0,1,2021
LSsfEfKJPUA,2021-11-08,12,74,0,0,0,0,2021
TeJ_Dht6N4E,2021-11-08,5,10,0,0,0,1,2021
fS8JmmjCg4Y,2021-11-08,11,93,0,0,0,0,2021
quoIHoqCJs4,2021-11-08,2,11,0,0,0,0,2021
yA9kwmITnkk,2021-11-08,2,6,0,0,0,0,2021
7Ji0rZA-D7k,2021-11-09,38,246,0,0,0,2,2021
9KVzGWFEufI,2021-11-09,5,8,0,0,0,0,2021
BSlzOjW5gsQ,2021-11-09,20,81,0,0,0,0,2021
BZsxf1LWa38,2021-11-09,27,111,0,0,0,2,2021
DRr8kXo0Agg,2021-11-09,1,0,0,0,0,1,2021
Kx-urubrfl4,2021-11-09,25,195,0,0,0,2,2021
LSsfEfKJPUA,2021-11-09,30,243,0,0,0,0,2021
PcSTCsI6zUk,2021-11-09,1,0,0,0,0,0,2021
RF1chK7xiX0,2021-11-09,3,0,0,0,0,1,2021
TeJ_Dht6N4E,2021-11-09,22,86,0,0,0,0,2021
br341Djn3_0,2021-11-09,1,0,0,0,0,0,2021
fS8JmmjCg4Y,2021-11-09,21,142,0,0,0,0,2021
quoIHoqCJs4,2021-11-09,32,194,0,0,0,4,2021
yA9kwmITnkk,2021-11-09,29,75,0,0,0,3,2021
7Ji0rZA-D7k,2021-11-10,16,81,1,0,0,0,2021
BSlzOjW5gsQ,2021-11-10,6,31,1,0,0,0,2021
BZsxf1LWa38,2021-11-10,9,20,1,0,0,0,2021
Kx-urubrfl4,2021-11-10,14,59,1,0,0,0,2021
LSsfEfKJPUA,2021-11-10,8,13,1,0,0,0,2021
TeJ_Dht6N4E,2021-11-10,23,69,1,0,0,3,2021
fS8JmmjCg4Y,2021-11-10,10,37,1,0,0,0,2021
h8FZ_H_zIlA,2021-11-10,2,9,0,0,0,0,2021
quoIHoqCJs4,2021-11-10,16,96,1,0,0,0,2021
yA9kwmITnkk,2021-11-10,15,45,0,0,0,0,2021
zG5DYRKRrRI,2021-11-10,3,11,0,0,0,0,2021
7Ji0rZA-D7k,2021-11-11,5,46,0,0,0,0,2021
BSlzOjW5gsQ,2021-11-11,2,12,0,0,0,0,2021
BZsxf1LWa38,2021-11-11,6,18,0,0,0,0,2021
IaUXOCf73Lg,2021-11-11,1,6,0,0,0,0,2021
Kx-urubrfl4,2021-11-11,5,43,0,0,0,0,2021
LSsfEfKJPUA,2021-11-11,3,26,0,0,0,0,2021
OXRHUDd28uM,2021-11-11,13,62,0,0,0,0,2021
OiE3M7m9dxs,2021-11-11,3,7,0,0,0,0,2021
TeJ_Dht6N4E,2021-11-11,6,18,0,0,0,0,2021
WnE0IIO0EQ0,2021-11-11,3,5,0,0,0,0,2021
dPNrkm12e5M,2021-11-11,2,13,0,0,0,0,2021
eJizsGLUFFw,2021-11-11,6,20,0,0,0,0,2021
fS8JmmjCg4Y,2021-11-11,6,34,0,0,0,0,2021
h8FZ_H_zIlA,2021-11-11,16,117,0,0,0,0,2021
quoIHoqCJs4,2021-11-11,13,62,0,0,0,0,2021
r5Xkh25jgwY,2021-11-11,3,10,0,0,0,0,2021
s-HX0NcVGco,2021-11-11,7,60,0,0,0,0,2021
wMzpIezHdcs,2021-11-11,2,5,0,0,0,0,2021
wjQracmCEag,2021-11-11,2,12,0,0,0,0,2021
yA9kwmITnkk,2021-11-11,9,27,0,0,0,0,2021
zG5DYRKRrRI,2021-11-11,30,74,0,0,0,0,2021
IaUXOCf73Lg,2021-11-12,1,7,0,0,0,0,2021
OXRHUDd28uM,2021-11-12,1,3,0,0,0,0,2021
OiE3M7m9dxs,2021-11-12,3,18,0,0,0,0,2021
WnE0IIO0EQ0,2021-11-12,2,4,0,0,0,0,2021
dPNrkm12e5M,2021-11-12,3,37,0,0,0,0,2021
gcx2CLY3GD4,2021-11-12,1,2,0,0,0,0,2021
r5Xkh25jgwY,2021-11-12,3,27,0,0,0,0,2021
s-HX0NcVGco,2021-11-12,1,5,0,0,0,0,2021
wMzpIezHdcs,2021-11-12,3,7,0,0,0,0,2021
wjQracmCEag,2021-11-12,4,32,0,0,0,0,2021
zG5DYRKRrRI,2021-11-12,1,0,0,0,0,1,2021
IaUXOCf73Lg,2021-11-13,3,12,0,0,0,0,2021
WnE0IIO0EQ0,2021-11-13,2,9,0,0,0,0,2021
gcx2CLY3GD4,2021-11-13,2,35,0,0,0,0,2021
h8FZ_H_zIlA,2021-11-13,1,0,0,0,0,0,2021
oHE0GKd5AZI,2021-11-13,2,7,0,0,0,0,2021
wMzpIezHdcs,2021-11-13,2,9,0,0,0,0,2021
OXRHUDd28uM,2021-11-14,1,6,0,0,0,0,2021
gcx2CLY3GD4,2021-11-14,2,1,0,0,0,0,2021
h8FZ_H_zIlA,2021-11-14,3,10,0,0,0,0,2021
oHE0GKd5AZI,2021-11-14,2,2,0,0,0,0,2021
s-HX0NcVGco,2021-11-14,1,12,0,0,0,0,2021
zG5DYRKRrRI,2021-11-14,2,4,0,0,0,0,2021
OXRHUDd28uM,2021-11-15,1,6,0,0,0,1,2021
h8FZ_H_zIlA,2021-11-15,3,9,0,0,0,1,2021
s-HX0NcVGco,2021-11-15,2,9,0,0,0,1,2021
zG5DYRKRrRI,2021-11-15,3,2,0,0,0,1,2021
2Wsb2KmeD04,2021-11-16,1,0,0,0,0,0,2021
OXRHUDd28uM,2021-11-16,23,117,0,0,0,0,2021
OiE3M7m9dxs,2021-11-16,8,20,0,0,0,1,2021
WnE0IIO0EQ0,2021-11-16,5,11,0,0,0,1,2021
dPNrkm12e5M,2021-11-16,7,30,0,0,0,1,2021
eJizsGLUFFw,2021-11-16,26,55,0,0,0,3,2021
gcx2CLY3GD4,2021-11-16,2,3,0,0,0,0,2021
h8FZ_H_zIlA,2021-11-16,34,223,0,0,0,1,2021
r5Xkh25jgwY,2021-11-16,15,45,0,0,0,3,2021
s-HX0NcVGco,2021-11-16,28,154,0,0,0,4,2021
wMzpIezHdcs,2021-11-16,4,9,0,0,0,1,2021
wjQracmCEag,2021-11-16,16,44,0,0,0,3,2021
zG5DYRKRrRI,2021-11-16,30,84,0,0,0,2,2021
IaUXOCf73Lg,2021-11-17,1,0,0,0,0,0,2021
OXRHUDd28uM,2021-11-17,2,2,0,0,0,4,2021
OiE3M7m9dxs,2021-11-17,7,21,0,0,0,2,2021
WnE0IIO0EQ0,2021-11-17,2,0,0,0,0,4,2021
dPNrkm12e5M,2021-11-17,5,15,0,0,0,2,2021
eJizsGLUFFw,2021-11-17,3,6,0,0,0,0,2021
gcx2CLY3GD4,2021-11-17,1,18,0,0,0,0,2021
h8FZ_H_zIlA,2021-11-17,2,3,0,0,0,2,2021
r5Xkh25jgwY,2021-11-17,5,20,0,0,0,0,2021
s-HX0NcVGco,2021-11-17,2,11,0,0,0,0,2021
wMzpIezHdcs,2021-11-17,5,5,0,0,0,2,2021
wjQracmCEag,2021-11-17,4,20,0,0,0,0,2021
zG5DYRKRrRI,2021-11-17,1,0,0,0,0,0,2021
7Ji0rZA-D7k,2021-11-18,1,0,0,0,0,0,2021
IaUXOCf73Lg,2021-11-18,2,6,0,0,0,0,2021
OXRHUDd28uM,2021-11-18,2,1,0,0,0,0,2021
OiE3M7m9dxs,2021-11-18,5,19,0,0,0,0,2021
WnE0IIO0EQ0,2021-11-18,7,15,0,0,0,0,2021
dPNrkm12e5M,2021-11-18,7,48,0,0,0,0,2021
eJizsGLUFFw,2021-11-18,4,8,0,0,0,0,2021
gcx2CLY3GD4,2021-11-18,5,55,0,0,0,0,2021
h8FZ_H_zIlA,2021-11-18,6,26,0,0,0,0,2021
oHE0GKd5AZI,2021-11-18,3,15,0,0,0,0,2021
r5Xkh25jgwY,2021-11-18,8,57,0,0,0,0,2021
s-HX0NcVGco,2021-11-18,5,17,0,0,0,0,2021
wMzpIezHdcs,2021-11-18,7,20,0,0,0,0,2021
wjQracmCEag,2021-11-18,7,51,0,0,0,0,2021
zG5DYRKRrRI,2021-11-18,1,0,0,0,0,0,2021
IaUXOCf73Lg,2021-11-19,4,12,0,0,0,0,2021
OXRHUDd28uM,2021-11-19,5,24,0,0,0,0,2021
OiE3M7m9dxs,2021-11-19,3,15,0,0,0,0,2021
WnE0IIO0EQ0,2021-11-19,3,15,0,0,0,0,2021
dPNrkm12e5M,2021-11-19,3,25,0,0,0,0,2021
eJizsGLUFFw,2021-11-19,2,8,0,0,0,0,2021
h8FZ_H_zIlA,2021-11-19,3,19,0,0,0,0,2021
r5Xkh25jgwY,2021-11-19,4,23,0,0,0,0,2021
s-HX0NcVGco,2021-11-19,8,34,0,0,0,0,2021
wMzpIezHdcs,2021-11-19,3,15,0,0,0,0,2021
wjQracmCEag,2021-11-19,5,31,0,0,0,0,2021
zG5DYRKRrRI,2021-11-19,2,5,0,0,0,0,2021
IaUXOCf73Lg,2021-11-20,7,23,0,0,0,0,2021
OXRHUDd28uM,2021-11-20,4,19,0,0,0,0,2021
OiE3M7m9dxs,2021-11-20,3,12,0,0,0,0,2021
WnE0IIO0EQ0,2021-11-20,2,2,0,0,0,0,2021
dPNrkm12e5M,2021-11-20,3,17,0,0,0,0,2021
eJizsGLUFFw,2021-11-20,4,13,0,0,0,0,2021
gcx2CLY3GD4,2021-11-20,6,70,0,0,0,0,2021
h8FZ_H_zIlA,2021-11-20,3,24,0,0,0,0,2021
oHE0GKd5AZI,2021-11-20,6,28,0,0,0,0,2021
r5Xkh25jgwY,2021-11-20,6,23,0,0,0,0,2021
s-HX0NcVGco,2021-11-20,3,4,0,0,0,0,2021
wMzpIezHdcs,2021-11-20,2,4,0,0,0,0,2021
wjQracmCEag,2021-11-20,5,24,0,0,0,0,2021
zG5DYRKRrRI,2021-11-20,3,11,0,0,0,0,2021
IaUXOCf73Lg,2021-11-21,2,10,0,0,0,1,2021
OiE3M7m9dxs,2021-11-21,4,17,0,0,0,0,2021
WnE0IIO0EQ0,2021-11-21,4,12,0,0,0,0,2021
dPNrkm12e5M,2021-11-21,5,32,0,0,0,0,2021
gcx2CLY3GD4,2021-11-21,2,30,0,0,0,0,2021
oHE0GKd5AZI,2021-11-21,2,8,0,0,0,0,2021
r5Xkh25jgwY,2021-11-21,1,10,0,0,0,0,2021
wMzpIezHdcs,2021-11-21,2,9,0,0,0,0,2021
wjQracmCEag,2021-11-21,2,10,0,0,0,0,2021
IaUXOCf73Lg,2021-11-22,2,8,0,0,0,0,2021
OXRHUDd28uM,2021-11-22,3,11,0,0,0,0,2021
OiE3M7m9dxs,2021-11-22,4,6,0,0,0,0,2021
WnE0IIO0EQ0,2021-11-22,4,10,0,0,0,0,2021
dPNrkm12e5M,2021-11-22,4,25,0,0,0,0,2021
eJizsGLUFFw,2021-11-22,2,3,0,0,0,0,2021
gcx2CLY3GD4,2021-11-22,3,9,0,0,0,0,2021
h8FZ_H_zIlA,2021-11-22,1,15,0,0,0,0,2021
oHE0GKd5AZI,2021-11-22,2,5,0,0,0,0,2021
r5Xkh25jgwY,2021-11-22,3,9,0,0,0,0,2021
s-HX0NcVGco,2021-11-22,4,12,0,0,0,0,2021
wMzpIezHdcs,2021-11-22,4,11,0,0,0,2,2021
wjQracmCEag,2021-11-22,1,0,0,0,0,0,2021
zG5DYRKRrRI,2021-11-22,1,4,0,0,0,0,2021
3MQ47s45dnU,2021-11-23,1,7,0,0,0,0,2021
44Cbhd1PnWI,2021-11-23,1,8,0,0,0,0,2021
7Ji0rZA-D7k,2021-11-23,1,2,0,0,0,0,2021
BZsxf1LWa38,2021-11-23,1,5,0,0,0,0,2021
EdiLL3J89eI,2021-11-23,1,8,0,0,0,0,2021
IaUXOCf73Lg,2021-11-23,18,56,0,0,0,0,2021
LIkQgdMtovQ,2021-11-23,1,6,0,0,0,0,2021
OXRHUDd28uM,2021-11-23,2,15,0,0,0,0,2021
OiE3M7m9dxs,2021-11-23,13,48,0,0,0,0,2021
U6jWizrcoaw,2021-11-23,1,8,0,0,0,0,2021
WnE0IIO0EQ0,2021-11-23,14,42,0,0,0,0,2021
Zk_xFgb6Y7Y,2021-11-23,3,10,0,0,0,0,2021
b8SV9Xk5P0Q,2021-11-23,1,4,0,0,0,0,2021
dPNrkm12e5M,2021-11-23,13,76,0,0,0,0,2021
eJizsGLUFFw,2021-11-23,9,26,0,0,0,0,2021
gcx2CLY3GD4,2021-11-23,17,144,0,0,0,3,2021
h8FZ_H_zIlA,2021-11-23,8,45,0,0,0,0,2021
mu7OfNdCBE8,2021-11-23,1,7,0,0,0,0,2021
oHE0GKd5AZI,2021-11-23,6,33,0,0,0,0,2021
r5Xkh25jgwY,2021-11-23,12,61,0,0,0,0,2021
s-HX0NcVGco,2021-11-23,11,79,0,0,0,0,2021
tsca4HeUPyA,2021-11-23,1,11,0,0,0,0,2021
wMzpIezHdcs,2021-11-23,12,39,0,0,0,0,2021
wjQracmCEag,2021-11-23,14,57,0,0,0,0,2021
zG5DYRKRrRI,2021-11-23,5,18,0,0,0,0,2021
zNyioBkGDUU,2021-11-23,1,9,0,0,0,0,2021
zW6ATi1uYhk,2021-11-23,1,6,0,0,0,0,2021
3MQ47s45dnU,2021-11-24,2,0,0,0,0,0,2021
BSlzOjW5gsQ,2021-11-24,1,0,0,0,0,0,2021
IaUXOCf73Lg,2021-11-24,9,40,0,0,0,0,2021
OXRHUDd28uM,2021-11-24,2,7,0,0,0,0,2021
OiE3M7m9dxs,2021-11-24,5,19,0,0,0,0,2021
U6jWizrcoaw,2021-11-24,8,31,0,0,0,1,2021
WnE0IIO0EQ0,2021-11-24,8,25,0,0,0,0,2021
dPNrkm12e5M,2021-11-24,4,30,0,0,0,0,2021
eJizsGLUFFw,2021-11-24,6,19,0,0,0,0,2021
gcx2CLY3GD4,2021-11-24,15,95,0,0,0,0,2021
mu7OfNdCBE8,2021-11-24,5,19,0,0,0,0,2021
oHE0GKd5AZI,2021-11-24,8,34,0,0,0,1,2021
r5Xkh25jgwY,2021-11-24,5,32,0,0,0,0,2021
s-HX0NcVGco,2021-11-24,3,24,0,0,0,0,2021
wMzpIezHdcs,2021-11-24,9,24,0,0,0,0,2021
wjQracmCEag,2021-11-24,4,35,0,0,0,0,2021
zG5DYRKRrRI,2021-11-24,3,0,0,0,0,0,2021
3MQ47s45dnU,2021-11-25,8,44,0,0,0,0,2021
44Cbhd1PnWI,2021-11-25,7,34,0,0,0,0,2021
EdiLL3J89eI,2021-11-25,4,30,0,0,0,0,2021
IaUXOCf73Lg,2021-11-25,7,21,0,0,0,2,2021
OXRHUDd28uM,2021-11-25,2,2,0,0,0,0,2021
OiE3M7m9dxs,2021-11-25,5,14,0,0,0,0,2021
POXB-v2vNlo,2021-11-25,1,2,0,0,0,0,2021
TeJ_Dht6N4E,2021-11-25,1,0,0,0,0,0,2021
U6jWizrcoaw,2021-11-25,13,85,0,0,0,0,2021
WnE0IIO0EQ0,2021-11-25,5,13,0,0,0,0,2021
Zk_xFgb6Y7Y,2021-11-25,1,8,0,0,0,0,2021
ZtY3D3hKjXk,2021-11-25,2,11,0,0,0,0,2021
bn91Bs6pE1o,2021-11-25,5,17,0,0,0,0,2021
dPNrkm12e5M,2021-11-25,3,20,0,0,0,0,2021
eJizsGLUFFw,2021-11-25,1,0,0,0,0,0,2021
gcx2CLY3GD4,2021-11-25,10,80,0,0,0,0,2021
h8FZ_H_zIlA,2021-11-25,1,11,0,0,0,0,2021
kgQncoPA9zE,2021-11-25,1,4,0,0,0,0,2021
mu7OfNdCBE8,2021-11-25,13,60,0,0,0,0,2021
oHE0GKd5AZI,2021-11-25,10,32,0,0,0,0,2021
r5Xkh25jgwY,2021-11-25,3,19,0,0,0,0,2021
s-HX0NcVGco,2021-11-25,1,5,0,0,0,0,2021
tRAaFUTA_-A,2021-11-25,2,15,0,0,0,0,2021
wMzpIezHdcs,2021-11-25,4,20,0,0,0,0,2021
wjQracmCEag,2021-11-25,8,19,0,0,0,0,2021
zG5DYRKRrRI,2021-11-25,1,1,0,0,0,0,2021
zNyioBkGDUU,2021-11-25,1,9,0,0,0,0,2021
zW6ATi1uYhk,2021-11-25,1,5,0,0,0,0,2021
288bRpvZSsg,2021-11-26,1,0,0,0,0,1,2021
2Ftvle6k9as,2021-11-26,1,0,0,0,0,1,2021
2Wsb2KmeD04,2021-11-26,1,0,0,0,0,1,2021
2Xjq_Rc8csw,2021-11-26,1,0,0,0,0,1,2021
3MQ47s45dnU,2021-11-26,1,8,0,0,0,0,2021
44Cbhd1PnWI,2021-11-26,1,3,0,0,0,0,2021
5flm8zGveZ8,2021-11-26,1,0,0,0,0,1,2021
7Ak8vzFzN_Y,2021-11-26,1,0,0,0,0,1,2021
7g35w-sL_JA,2021-11-26,1,0,0,0,0,1,2021
8_HqAYKZZ_I,2021-11-26,1,0,0,0,0,1,2021
9KVzGWFEufI,2021-11-26,1,0,0,0,0,1,2021
A4gZgqEKshw,2021-11-26,1,0,0,0,0,1,2021
Aa1Zd1nqAaM,2021-11-26,1,0,0,0,0,1,2021
AmIW3vUhY0E,2021-11-26,1,0,0,0,0,1,2021
BB7a6alY_Kg,2021-11-26,1,0,0,0,0,1,2021
BYRBjDIZSZo,2021-11-26,1,0,0,0,0,1,2021
DRr8kXo0Agg,2021-11-26,1,0,0,0,0,1,2021
FRgbKVwKp3M,2021-11-26,1,0,0,0,0,1,2021
IYSIzMNvT0k,2021-11-26,1,0,0,0,0,1,2021
Jv4y4Z4zeRc,2021-11-26,1,0,0,0,0,1,2021
KJKYkGivPi8,2021-11-26,1,0,0,0,0,1,2021
L60C_wcLDHU,2021-11-26,1,0,0,0,0,1,2021
LIkQgdMtovQ,2021-11-26,1,0,0,0,0,1,2021
Lmx4Bc7WhHU,2021-11-26,2,0,0,0,0,1,2021
MD5LDDmH3Lo,2021-11-26,1,0,0,0,0,1,2021
POXB-v2vNlo,2021-11-26,2,5,0,0,0,0,2021
PcSTCsI6zUk,2021-11-26,1,0,0,0,0,1,2021
QS8l0H1BGjY,2021-11-26,1,0,0,0,0,1,2021
RF1chK7xiX0,2021-11-26,1,0,0,0,0,1,2021
U6jWizrcoaw,2021-11-26,1,4,0,0,0,0,2021
WZVKP14QVgo,2021-11-26,1,0,0,0,0,1,2021
ZtY3D3hKjXk,2021-11-26,2,10,0,0,0,0,2021
a3pMCY75leA,2021-11-26,1,0,0,0,0,1,2021
aHo1kbccgLM,2021-11-26,1,0,0,0,0,1,2021
b8SV9Xk5P0Q,2021-11-26,1,0,0,0,0,1,2021
bn91Bs6pE1o,2021-11-26,1,5,0,0,0,0,2021
br341Djn3_0,2021-11-26,1,0,0,0,0,1,2021
d2wI1ikAAlg,2021-11-26,2,0,0,0,0,1,2021
errB7Ku0HyQ,2021-11-26,1,0,0,0,0,1,2021
fm6Dv9POaQk,2021-11-26,1,0,0,0,0,1,2021
hQTDiy0X4eo,2021-11-26,1,0,0,0,0,1,2021
hcUC4IFisL4,2021-11-26,1,0,0,0,0,1,2021
jytZgg-oQyM,2021-11-26,2,0,0,0,0,1,2021
k_krAa5BcUc,2021-11-26,1,0,0,0,0,1,2021
kgQncoPA9zE,2021-11-26,2,7,0,0,0,0,2021
kny1ZHg4tyM,2021-11-26,1,0,0,0,0,1,2021
mu7OfNdCBE8,2021-11-26,3,16,0,0,0,0,2021
nV01VpbjQLQ,2021-11-26,1,0,0,0,0,1,2021
n_QVgE8mGic,2021-11-26,1,0,0,0,0,1,2021
o7p5-2gqPc4,2021-11-26,1,0,0,0,0,1,2021
oKlJDBsc_A0,2021-11-26,1,0,0,0,0,1,2021
pSPHTfd-GA4,2021-11-26,2,0,0,0,0,1,2021
qXBG2JV7tms,2021-11-26,1,0,0,0,0,1,2021
qmTXyVwt0F4,2021-11-26,1,0,0,0,0,1,2021
qxsXKYJRgJI,2021-11-26,2,0,0,0,0,1,2021
rZEOxQWltIs,2021-11-26,3,0,0,0,0,1,2021
riRa1fv7XAo,2021-11-26,1,0,0,0,0,1,2021
tRAaFUTA_-A,2021-11-26,2,18,0,0,0,0,2021
tsca4HeUPyA,2021-11-26,2,0,0,0,0,1,2021
u-qsNS-65pQ,2021-11-26,1,0,0,0,0,1,2021
uDQAWZsh3ns,2021-11-26,1,0,0,0,0,1,2021
v4NPzGXcbaw,2021-11-26,1,0,0,0,0,1,2021
vr7jLRIA7C0,2021-11-26,1,0,0,0,0,1,2021
y7zRv0bPAt4,2021-11-26,1,0,0,0,0,1,2021
3MQ47s45dnU,2021-11-27,4,14,0,0,0,0,2021
44Cbhd1PnWI,2021-11-27,7,26,0,0,0,0,2021
EdiLL3J89eI,2021-11-27,2,8,0,0,0,0,2021
IaUXOCf73Lg,2021-11-27,1,0,0,0,0,0,2021
POXB-v2vNlo,2021-11-27,2,4,0,0,0,0,2021
U6jWizrcoaw,2021-11-27,8,34,0,0,0,0,2021
Zk_xFgb6Y7Y,2021-11-27,4,25,0,0,0,0,2021
ZtY3D3hKjXk,2021-11-27,2,7,0,0,0,0,2021
aHo1kbccgLM,2021-11-27,1,0,0,0,0,0,2021
bn91Bs6pE1o,2021-11-27,4,10,0,0,0,0,2021
kgQncoPA9zE,2021-11-27,2,2,0,0,0,0,2021
mu7OfNdCBE8,2021-11-27,7,35,0,0,0,0,2021
tRAaFUTA_-A,2021-11-27,2,13,0,0,0,0,2021
zNyioBkGDUU,2021-11-27,5,31,0,0,0,0,2021
zW6ATi1uYhk,2021-11-27,2,10,0,0,0,0,2021
3MQ47s45dnU,2021-11-28,3,9,0,0,0,0,2021
44Cbhd1PnWI,2021-11-28,1,6,0,0,0,0,2021
